locusName	Pfam	Panther	ec	KO	GO	arabi-defline
Phvul.009G005800	PF00170	PTHR22952,PTHR22952:SF182			GO:0043565,GO:0006355,GO:0003700	basic leucine-zipper 44
Phvul.009G036300	PF00249	PTHR21717,PTHR21717:SF20				Homeodomain-like superfamily protein
Phvul.009G186700		PTHR33474,PTHR33474:SF6				
Phvul.009G186700		PTHR33474,PTHR33474:SF6				
Phvul.009G153200	PF01423	PTHR11193		K11097	GO:0005681,GO:0000398	Small nuclear ribonucleoprotein family protein
Phvul.009G101500		PTHR24414,PTHR24414:SF31				Galactose oxidase/kelch repeat superfamily protein
Phvul.009G123000	PF02493	PTHR23084,PTHR23084:SF136	2.7.1.68			Histone H3 K4-specific methyltransferase SET7/9 family protein
Phvul.009G093700	PF05183	PTHR23079,PTHR23079:SF1	2.7.7.48	K11699	GO:0003968	RNA-dependent RNA polymerase 6
Phvul.009G095400	PF00025	PTHR24071	4.2.1.17	K07936	GO:0005525	RAN GTPase 3
Phvul.009G020700	PF00505,PF01388	PTHR13711,PTHR13711:SF202			GO:0003677	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain
Phvul.009G020700	PF00505,PF01388	PTHR13711,PTHR13711:SF202			GO:0003677	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain
Phvul.009G163300						
Phvul.009G049000	PF00566	PTHR22957,PTHR22957:SF293				Ypt/Rab-GAP domain of gyp1p superfamily protein
Phvul.009G149100	PF00642	PTHR36886,PTHR36886:SF2			GO:0046872	Zinc finger C-x8-C-x5-C-x3-H type family protein
Phvul.009G014600	PF00561	PTHR10992,PTHR10992:SF866	2.3.1.51			alpha/beta-Hydrolases superfamily protein
Phvul.009G014600	PF00561	PTHR10992,PTHR10992:SF866	2.3.1.51			alpha/beta-Hydrolases superfamily protein
Phvul.009G044900	PF03168	PTHR31415,PTHR31415:SF20				Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Phvul.009G065800	PF00447	PTHR10015,PTHR10015:SF159		K09419	GO:0043565,GO:0006355,GO:0005634,GO:0003700	heat shock transcription factor  B4
Phvul.009G054300	PF01909	PTHR23092,PTHR23092:SF19	2.7.7.19		GO:0016779	nucleotidyltransferases
Phvul.009G063700		PTHR36324,PTHR36324:SF1				
Phvul.009G037000	PF00924	PTHR30566,PTHR30566:SF12		K16052	GO:0055085,GO:0016020	MSCS-like 2
Phvul.009G200000	PF08585	PTHR13681		K18404		Domain of unknown function (DUF1767)
Phvul.009G200000	PF08585	PTHR13681		K18404		Domain of unknown function (DUF1767)
Phvul.009G162700	PF03083	PTHR10791,PTHR10791:SF22		K15382	GO:0016021	Nodulin MtN3 family protein
Phvul.009G006600	PF02672,PF00044,PF02800	PTHR10836,PTHR10836:SF39	1.2.1.13	K05298	GO:0055114,GO:0016620	glyceraldehyde-3-phosphate dehydrogenase B subunit
Phvul.009G066700	PF02458	PTHR31896	2.3.1.133		GO:0016747	HXXXD-type acyl-transferase family protein
Phvul.009G193800		PTHR22970,PTHR22970:SF28				
Phvul.009G226900	PF02225,PF05922,PF00082	PTHR10795,PTHR10795:SF434	3.4.21.25		GO:0006508,GO:0004252	Subtilase family protein
Phvul.009G087000	PF13091	PTHR10185,PTHR10185:SF17	3.1.4.4	K16860		
Phvul.009G225100	PF02140,PF01301	PTHR23421,PTHR23421:SF49	3.2.1.23		GO:0030246,GO:0005975,GO:0004553	beta-galactosidase 7
Phvul.009G191600		PTHR33304,PTHR33304:SF7				RING/FYVE/PHD zinc finger superfamily protein
Phvul.009G252400	PF00407	PTHR31213,PTHR31213:SF17			GO:0009607,GO:0006952	MLP-like protein 423
Phvul.009G154300	PF02146	PTHR11085,PTHR11085:SF6	3.5.1.98		GO:0070403	sirtuin 2
Phvul.009G154300	PF02146	PTHR11085,PTHR11085:SF6	3.5.1.98		GO:0070403	sirtuin 2
Phvul.009G154300	PF02146	PTHR11085,PTHR11085:SF6	3.5.1.98		GO:0070403	sirtuin 2
Phvul.009G154300	PF02146	PTHR11085,PTHR11085:SF6	3.5.1.98	K11414	GO:0070403	sirtuin 2
Phvul.009G154300	PF02146	PTHR11085,PTHR11085:SF6	3.5.1.98	K11414	GO:0070403	sirtuin 2
Phvul.009G094200	PF13632,PF14569	PTHR13301,PTHR13301:SF33	2.4.1.12	K10999		cellulose synthase 1
Phvul.009G183900	PF01762,PF00337	PTHR11214,PTHR11214:SF126	2.4.1.134		GO:0016020,GO:0008378,GO:0006486,GO:0030246	Galactosyltransferase family protein
Phvul.009G039200	PF00892	PTHR31218,PTHR31218:SF16			GO:0016021,GO:0016020,GO:0022857	nodulin MtN21 /EamA-like transporter family protein
Phvul.009G146000	PF02309	PTHR31734,PTHR31734:SF18		K14484	GO:0006355,GO:0005634	indoleacetic acid-induced protein 8
Phvul.009G146000	PF02309	PTHR31734,PTHR31734:SF18		K14484	GO:0006355,GO:0005634	indoleacetic acid-induced protein 8
Phvul.009G022032						
Phvul.009G056600	PF01553	PTHR23063,PTHR23063:SF1	2.3.1.25	K13510	GO:0016746,GO:0008152	Phospholipid/glycerol acyltransferase family protein
Phvul.009G056600	PF01553	PTHR23063,PTHR23063:SF1	2.3.1.25	K13510	GO:0016746,GO:0008152	Phospholipid/glycerol acyltransferase family protein
Phvul.009G217500	PF13906,PF13520	PTHR11785,PTHR11785:SF230		K03294	GO:0016020,GO:0015171,GO:0003333	amino acid transporter 1
Phvul.009G228700	PF00924	PTHR31618,PTHR31618:SF7			GO:0055085,GO:0016020	mechanosensitive channel of small conductance-like 10
Phvul.009G061100	PF00928	PTHR10529,PTHR10529:SF242		K12402		Clathrin adaptor complexes medium subunit family protein
Phvul.009G011700	PF01697	PTHR21461,PTHR21461:SF20				Domain of unknown function (DUF23)
Phvul.009G117700	PF00297	PTHR11229,PTHR11229:SF5		K02906	GO:0006412,GO:0005840,GO:0005622,GO:0003735	Ribosomal protein L3 family protein
Phvul.009G140600	PF03195	PTHR31301,PTHR31301:SF2				LOB domain-containing protein 15
Phvul.009G079200			3.6.5.5			
Phvul.009G215500	PF01535,PF13041	PTHR24015,PTHR24015:SF328				Pentatricopeptide repeat (PPR-like) superfamily protein
Phvul.009G085300	PF00643,PF06203	PTHR31319,PTHR31319:SF4			GO:0008270,GO:0005622,GO:0005515	CONSTANS-like 4
Phvul.009G109000	PF13639	PTHR14155,PTHR14155:SF95		K10664	GO:0008270,GO:0005515	RING/U-box superfamily protein
Phvul.009G186800	PF00657	PTHR22835,PTHR22835:SF267	3.1.1.3		GO:0016788	GDSL-like Lipase/Acylhydrolase superfamily protein
Phvul.009G178300	PF02701	PTHR31992,PTHR31992:SF14			GO:0006355,GO:0003677	Dof-type zinc finger DNA-binding family protein
Phvul.009G249800	PF01221	PTHR11886	3.6.4.2	K10418	GO:0007017,GO:0005875	Dynein light chain type 1 family protein
Phvul.009G028100						
Phvul.009G206000	PF05057	PTHR12482,PTHR12482:SF17				alpha/beta-Hydrolases superfamily protein
Phvul.009G206000	PF05057	PTHR12482,PTHR12482:SF17				alpha/beta-Hydrolases superfamily protein
Phvul.009G206000	PF05057	PTHR12482,PTHR12482:SF17				alpha/beta-Hydrolases superfamily protein
Phvul.009G156400	PF00676	PTHR11516,PTHR11516:SF33	1.2.4.4,1.2.1.25	K00166	GO:0016624,GO:0008152	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein
Phvul.009G156400	PF00676	PTHR11516,PTHR11516:SF33	1.2.4.4,1.2.1.25		GO:0016624,GO:0008152	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein
Phvul.009G260800	PF00690,PF00702,PF00122	PTHR24093,PTHR24093:SF355	3.6.3.6	K01535	GO:0046872,GO:0000166	autoinhibited H(+)-ATPase isoform 10
Phvul.009G260800	PF00690,PF00702,PF00122	PTHR24093,PTHR24093:SF355	3.6.3.6	K01535	GO:0046872,GO:0000166	autoinhibited H(+)-ATPase isoform 10
Phvul.009G260800	PF00690,PF00702,PF00122	PTHR24093,PTHR24093:SF355	3.6.3.6	K01535	GO:0046872,GO:0000166	autoinhibited H(+)-ATPase isoform 10
Phvul.009G047700	PF00076	PTHR10501,PTHR10501:SF24			GO:0003676,GO:0017069,GO:0000398	RNA-binding (RRM/RBD/RNP motifs) family protein
Phvul.009G047700	PF00076	PTHR10501,PTHR10501:SF24			GO:0003676,GO:0017069,GO:0000398	nucleotide binding;nucleic acid binding
Phvul.009G047700		PTHR10501,PTHR10501:SF24			GO:0017069,GO:0000398	nucleotide binding;nucleic acid binding
Phvul.009G006300	PF11938	PTHR31775,PTHR31775:SF2				
Phvul.009G149400	PF04043	PTHR31080,PTHR31080:SF1	3.1.1.11		GO:0004857	cell wall / vacuolar inhibitor of fructosidase 2
Phvul.009G065400	PF11523	PTHR33415,PTHR33415:SF2				Protein of unknown function (DUF3223)
Phvul.009G189200	PF00010	PTHR12565,PTHR12565:SF148			GO:0046983	BANQUO 3
Phvul.009G090236						
Phvul.009G233400	PF02183,PF00046	PTHR24326,PTHR24326:SF227			GO:0043565,GO:0006355,GO:0003700,GO:0003677	homeobox-leucine zipper protein 3
Phvul.009G095800	PF00955	PTHR11453,PTHR11453:SF45			GO:0016021,GO:0006820,GO:0016020,GO:0005452	HCO3- transporter family
Phvul.009G219900	PF02518,PF10436	PTHR11947,PTHR11947:SF24	2.7.11.2	K00898		pyruvate dehydrogenase kinase
Phvul.009G176500	PF13589	PTHR23336,PTHR23336:SF2				Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
Phvul.009G176500	PF13589	PTHR23336,PTHR23336:SF2				Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
Phvul.009G176500	PF13589	PTHR23336,PTHR23336:SF2				Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
Phvul.009G066980	PF00847	PTHR31729,PTHR31729:SF0		K09286	GO:0006355,GO:0003700	related to AP2 1
Phvul.009G124200	PF09649	PTHR15410,PTHR15410:SF2				
Phvul.009G110700	PF07911	PTHR33108,PTHR33108:SF4				Protein of unknown function (DUF1677)
Phvul.009G110700	PF07911	PTHR33108,PTHR33108:SF4				Protein of unknown function (DUF1677)
Phvul.009G157300	PF00169,PF01237	PTHR10972,PTHR10972:SF100				OSBP(oxysterol binding protein)-related protein 1C
Phvul.009G148700	PF01196	PTHR14413		K02879	GO:0006412,GO:0005840,GO:0005622,GO:0003735	Ribosomal protein L17 family protein
Phvul.009G034900	PF00627,PF14377,PF06012,PF06025,PF00632	PTHR11254,PTHR11254:SF334	6.3.2.19	K10592	GO:0004842	ubiquitin-protein ligase 2
Phvul.009G076400						RING/U-box superfamily protein
Phvul.009G176200		PTHR36078,PTHR36078:SF2				
Phvul.009G052200	PF13178,PF00612	PTHR32295,PTHR32295:SF33			GO:0005515	IQ-domain 21
Phvul.009G052200	PF13178,PF00612	PTHR32295,PTHR32295:SF33			GO:0005515	IQ-domain 21
Phvul.009G221300		PTHR33511				
Phvul.009G031000	PF00153	PTHR24089,PTHR24089:SF292		K14684		Mitochondrial substrate carrier family protein
Phvul.009G031000	PF00153	PTHR24089,PTHR24089:SF292				Mitochondrial substrate carrier family protein
Phvul.009G042600	PF11331	PTHR31105,PTHR31105:SF2				Protein of unknown function (DUF3133)
Phvul.009G175500	PF01585	PTHR13948,PTHR13948:SF19			GO:0003676	D111/G-patch domain-containing protein
Phvul.009G175500	PF01585	PTHR13948,PTHR13948:SF19			GO:0003676	D111/G-patch domain-containing protein
Phvul.009G189600		PTHR34468,PTHR34468:SF1				
Phvul.009G010700	PF01535,PF13041	PTHR24015,PTHR24015:SF788				Pentatricopeptide repeat (PPR-like) superfamily protein
Phvul.009G124600	PF00582	PTHR31964,PTHR31964:SF37			GO:0006950	Adenine nucleotide alpha hydrolases-like superfamily protein
Phvul.009G233300	PF07714	PTHR27006,PTHR27006:SF21	2.7.11.1		GO:0006468,GO:0004672	Leucine-rich repeat transmembrane protein kinase
Phvul.009G233300	PF07714	PTHR27006,PTHR27006:SF21	2.7.11.1		GO:0006468,GO:0004672	Leucine-rich repeat transmembrane protein kinase
Phvul.009G242900	PF07687,PF01546	PTHR32494,PTHR32494:SF7	3.5.3.9	K02083	GO:0016787,GO:0008152	allantoate amidohydrolase
Phvul.009G242900	PF07687,PF01546	PTHR32494,PTHR32494:SF7	3.5.3.9		GO:0016787,GO:0008152	allantoate amidohydrolase
Phvul.009G242900	PF07687,PF01546	PTHR32494,PTHR32494:SF7	3.5.3.9		GO:0016787,GO:0008152	allantoate amidohydrolase
Phvul.009G242900	PF01546	PTHR32494,PTHR32494:SF7	3.5.3.9		GO:0016787,GO:0008152	allantoate amidohydrolase
Phvul.009G210216		PTHR33743,PTHR33743:SF5				
Phvul.009G228500	PF01336,PF04057,PF16900,PF08646	PTHR23273,PTHR23273:SF15		K07466	GO:0003676,GO:0006260,GO:0005634,GO:0003677	replication protein A 1A
Phvul.009G067033						
Phvul.009G172200	PF00067	PTHR24298,PTHR24298:SF179	1.14.13.120		GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 71, subfamily B, polypeptide 13
Phvul.009G062900	PF14389,PF04784	PTHR23054,PTHR23054:SF29				Protein of unknown function, DUF547
Phvul.009G062900	PF14389,PF04784	PTHR23054,PTHR23054:SF29				Protein of unknown function, DUF547
Phvul.009G062900	PF14389,PF04784	PTHR23054,PTHR23054:SF29				Protein of unknown function, DUF547
Phvul.009G062900	PF14389,PF04784	PTHR23054,PTHR23054:SF29				Protein of unknown function, DUF547
Phvul.009G070400	PF12847,PF12796	PTHR32379,PTHR32379:SF1	2.1.1.2	K18477		ankyrin repeat family protein
Phvul.009G082800	PF00759	PTHR22298,PTHR22298:SF31	3.2.1.4	K01179	GO:0005975,GO:0004553	glycosyl hydrolase 9A4
Phvul.009G009832						
Phvul.009G132750	PF13812,PF01535	PTHR24015,PTHR24015:SF613				Tetratricopeptide repeat (TPR)-like superfamily protein
Phvul.009G243700	PF01535,PF13041	PTHR24015,PTHR24015:SF460				Pentatricopeptide repeat (PPR) superfamily protein
Phvul.009G064300		PTHR33312,PTHR33312:SF8		K14499		BRI1 kinase inhibitor 1
Phvul.009G156900	PF11961,PF05003	PTHR31730,PTHR31730:SF2				Protein of unknown function (DUF668)
Phvul.009G156900	PF11961,PF05003	PTHR31730,PTHR31730:SF2				Protein of unknown function (DUF668)
Phvul.009G169100	PF13422,PF13415,PF13418	PTHR23244,PTHR23244:SF304				Galactose oxidase/kelch repeat superfamily protein
Phvul.009G183500	PF01812	PTHR23407,PTHR23407:SF1	6.3.3.2	K01934		5-formyltetrahydrofolate cycloligase
Phvul.009G147300	PF00226					Chaperone DnaJ-domain superfamily protein
Phvul.009G058800		PTHR33872,PTHR33872:SF2				
Phvul.009G201400	PF04759	PTHR31696,PTHR31696:SF23				Protein of unknown function, DUF617
Phvul.009G247500		PTHR34681,PTHR34681:SF2				
Phvul.009G106300	PF04258	PTHR12174		K09595	GO:0016021,GO:0004190	signal peptide peptidase
Phvul.009G106300	PF04258	PTHR12174		K09595	GO:0016021,GO:0004190	signal peptide peptidase
Phvul.009G141100						
Phvul.009G212400	PF03662	PTHR14363,PTHR14363:SF16	3.2.1.31,3.2.1.167	K07964	GO:0016798,GO:0016020	glucuronidase 3
Phvul.009G084700	PF00646	PTHR32133,PTHR32133:SF124			GO:0005515	F-box family protein
Phvul.009G084700	PF00646	PTHR32133,PTHR32133:SF124			GO:0005515	F-box family protein
Phvul.009G236600	PF00566	PTHR22957,PTHR22957:SF274		K18469		Ypt/Rab-GAP domain of gyp1p superfamily protein
Phvul.009G189900	PF00011	PTHR11527,PTHR11527:SF121				HSP20-like chaperones superfamily protein
Phvul.009G178500	PF12174	PTHR32263,PTHR32263:SF6				similar to RCD one 2
Phvul.009G011000	PF00128,PF02922,PF02806	PTHR10357,PTHR10357:SF110	2.4.1.18	K00700	GO:0043169,GO:0005975,GO:0003824,GO:0004553	starch branching enzyme 2.2
Phvul.009G141300	PF03151	PTHR11132,PTHR11132:SF98		K15285		nodulin MtN21 /EamA-like transporter family protein
Phvul.009G083700	PF14432,PF01535,PF13041	PTHR24015,PTHR24015:SF577				Tetratricopeptide repeat (TPR)-like superfamily protein
Phvul.009G101300	PF07839	PTHR33349,PTHR33349:SF2			GO:0005516	Plant calmodulin-binding protein-related
Phvul.009G252600	PF02790,PF00116	PTHR22888,PTHR22888:SF9	1.9.3.1	K02261	GO:0022900,GO:0016021,GO:0016020,GO:0005507,GO:0004129	cytochrome oxidase 2
Phvul.009G239100	PF01336,PF00152	PTHR22594,PTHR22594:SF35	6.1.1.6	K04567	GO:0003676,GO:0006418,GO:0005524,GO:0004812,GO:0000166	lysyl-tRNA synthetase 1
Phvul.009G130600	PF00036,PF13202	PTHR10891,PTHR10891:SF530		K13448	GO:0005509	Calcium-binding EF-hand family protein
Phvul.009G215700	PF13812,PF13041	PTHR24015,PTHR24015:SF516				Tetratricopeptide repeat (TPR)-like superfamily protein
Phvul.009G020100	PF07690	PTHR23504,PTHR23504:SF36			GO:0055085,GO:0016021	Major facilitator superfamily protein
Phvul.009G182800	PF00072	PTHR26402,PTHR26402:SF526		K14492	GO:0000160	response regulator 5
Phvul.009G198400	PF03386	PTHR33605				early nodulin-related
Phvul.009G237700	PF04783,PF04782	PTHR21450,PTHR21450:SF3				Protein of unknown function (DUF630 and DUF632)
Phvul.009G237700	PF04783,PF04782	PTHR21450,PTHR21450:SF3				Protein of unknown function (DUF630 and DUF632)
Phvul.009G144850	PF06045	PTHR32018,PTHR32018:SF8				Rhamnogalacturonate lyase family protein
Phvul.009G144850	PF06045	PTHR32018,PTHR32018:SF8				Rhamnogalacturonate lyase family protein
Phvul.009G144850	PF06045	PTHR32018,PTHR32018:SF8				Rhamnogalacturonate lyase family protein
Phvul.009G144850	PF06045	PTHR32018				Rhamnogalacturonate lyase family protein
Phvul.009G104100	PF00170	PTHR22952,PTHR22952:SF113			GO:0043565,GO:0006355,GO:0003700	basic leucine zipper 9
Phvul.009G193000						
Phvul.009G023700	PF00076	PTHR24012			GO:0003676	cold, circadian rhythm, and rna binding 2
Phvul.009G043900	PF04564	PTHR33644,PTHR33644:SF3			GO:0016567,GO:0004842	RING/U-box superfamily protein
Phvul.009G196800	PF13304,PF13476,PF06470	PTHR18937,PTHR18937:SF8		K06669	GO:0005524,GO:0051276,GO:0005694,GO:0005515,GO:0008280,GO:0007064,GO:0006281,GO:0003682	Structural maintenance of chromosomes (SMC) family protein
Phvul.009G085400	PF00481	PTHR13832,PTHR13832:SF352	3.1.3.16	K17506	GO:0003824,GO:0006470,GO:0004722	HOPW1-1-interacting 2
Phvul.009G190200	PF02183,PF00046	PTHR24326,PTHR24326:SF276			GO:0043565,GO:0006355,GO:0003700,GO:0003677	homeobox 1
Phvul.009G172900	PF00149	PTHR16509,PTHR16509:SF2	3.6.1.16,3.6.1.53,3.6.1.13	K01517	GO:0016787	Calcineurin-like metallo-phosphoesterase superfamily protein
Phvul.009G172900	PF00149	PTHR16509,PTHR16509:SF2	3.6.1.16,3.6.1.53,3.6.1.13	K01517	GO:0016787	Calcineurin-like metallo-phosphoesterase superfamily protein
Phvul.009G102400	PF00076	PTHR24012,PTHR24012:SF379		K13201	GO:0003676	oligouridylate binding protein 1B
Phvul.009G006700		PTHR34048,PTHR34048:SF1				
Phvul.009G054050	PF16575	PTHR12755,PTHR12755:SF3				Pre-mRNA cleavage complex II protein family
Phvul.009G184900		PTHR33133,PTHR33133:SF3				
Phvul.009G192200						
Phvul.009G207800	PF00248	PTHR11732,PTHR11732:SF239	2.3.1.170			NAD(P)-linked oxidoreductase superfamily protein
Phvul.009G008600	PF00076	PTHR24012,PTHR24012:SF421			GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein
Phvul.009G160600		PTHR17130,PTHR17130:SF25				Rubredoxin-like superfamily protein
Phvul.009G009600	PF15365	PTHR33670,PTHR33670:SF2				
Phvul.009G148000	PF00069	PTHR13902,PTHR13902:SF62	2.7.11.1	K08867	GO:0006468,GO:0005524,GO:0004672	with no lysine (K) kinase 6
Phvul.009G113600	PF05770	PTHR14217,PTHR14217:SF3	2.7.1.159,2.7.1.134	K00913	GO:0052726,GO:0052725,GO:0047325,GO:0032957,GO:0005622,GO:0005524,GO:0000287	Inositol 1,3,4-trisphosphate 5/6-kinase family protein
Phvul.009G087500	PF14531,PF03822	PTHR24347,PTHR24347:SF199	2.7.11.1	K07198	GO:0007165	CBL-interacting protein kinase 25
Phvul.009G032400	PF12937,PF13621	PTHR12480,PTHR12480:SF5			GO:0005515	transferases, transferring glycosyl groups
Phvul.009G041300	PF00583	PTHR13355,PTHR13355:SF12	2.3.1.4		GO:0008080	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Phvul.009G212000		PTHR33915,PTHR33915:SF3				
Phvul.009G181600	PF04564,PF00514	PTHR23315,PTHR23315:SF98	6.3.2.19		GO:0016567,GO:0004842,GO:0005515	plant U-box 38
Phvul.009G167200						
Phvul.009G021300	PF01490	PTHR22950,PTHR22950:SF267				Transmembrane amino acid transporter family protein
Phvul.009G174200		PTHR11926,PTHR11926:SF378			GO:0016758,GO:0008152	UDP-Glycosyltransferase superfamily protein
Phvul.009G115300	PF00850	PTHR10625,PTHR10625:SF127	3.5.1.98	K06067		histone deacetylase 1
Phvul.009G155600	PF03141	PTHR10108,PTHR10108:SF926	3.4.19.12,3.4.22.69		GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.009G090260	PF00177	PTHR11205,PTHR11205:SF22		K02992	GO:0006412	Ribosomal protein S7p/S5e family protein
Phvul.009G032700	PF02403,PF00587	PTHR11778,PTHR11778:SF0	6.1.1.11	K01875	GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0006434,GO:0005737,GO:0004828	Seryl-tRNA synthetase
Phvul.009G136400	PF02701	PTHR31992,PTHR31992:SF8			GO:0006355,GO:0003677	Dof-type zinc finger DNA-binding family protein
Phvul.009G188366	PF01701	PTHR36082,PTHR36082:SF2		K02697	GO:0015979,GO:0009522	PSAJ
Phvul.009G022200	PF03492	PTHR31009,PTHR31009:SF6	2.1.1.158	K08241	GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.009G022200	PF03492	PTHR31009,PTHR31009:SF6	2.1.1.159	K08241	GO:0008168	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.009G147700	PF13639	PTHR14155,PTHR14155:SF106		K19040	GO:0008270,GO:0005515	RING/U-box superfamily protein
Phvul.009G022600	PF03297	PTHR12850		K02975		Ribosomal protein S25 family protein
Phvul.009G118900	PF00230	PTHR19139,PTHR19139:SF152		K09872	GO:0016020,GO:0006810,GO:0005215	plasma membrane intrinsic protein 3
Phvul.009G017800		PTHR37714				
Phvul.009G017800		PTHR37714				
Phvul.009G130700	PF00651	PTHR24413,PTHR24413:SF131		K10523	GO:0005515	BTB/POZ domain-containing protein
Phvul.009G011300	PF16414,PF02460	PTHR10796,PTHR10796:SF117		K12385	GO:0016020,GO:0008158	Patched family protein
Phvul.009G011300	PF16414,PF02460	PTHR10796,PTHR10796:SF117		K12385	GO:0016020,GO:0008158	Patched family protein
Phvul.009G204400	PF00400,PF12341	PTHR19932,PTHR19932:SF10		K11274	GO:0005515	transducin family protein / WD-40 repeat family protein
Phvul.009G204400	PF00400,PF12341	PTHR19932,PTHR19932:SF10		K11274	GO:0005515	transducin family protein / WD-40 repeat family protein
Phvul.009G204400	PF00400,PF12341	PTHR19932,PTHR19932:SF10		K11274	GO:0005515	transducin family protein / WD-40 repeat family protein
Phvul.009G204400	PF00400,PF12341	PTHR19932,PTHR19932:SF10		K11274	GO:0005515	transducin family protein / WD-40 repeat family protein
Phvul.009G190863	PF02298	PTHR33021,PTHR33021:SF55			GO:0009055	blue-copper-binding protein
Phvul.009G199800	PF11145	PTHR33389,PTHR33389:SF2				Protein of unknown function (DUF2921)
Phvul.009G143550	PF00342	PTHR11469,PTHR11469:SF9	5.3.1.9	K01810	GO:0006096,GO:0006094,GO:0004347	phosphoglucose isomerase 1
Phvul.009G250100	PF01554	PTHR11206,PTHR11206:SF165		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	MATE efflux family protein
Phvul.009G250100	PF01554	PTHR11206,PTHR11206:SF165			GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	MATE efflux family protein
Phvul.009G041200	PF00067	PTHR24282,PTHR24282:SF36			GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 714, subfamily A, polypeptide 1
Phvul.009G032200	PF00646	PTHR24006			GO:0005515	F-BOX WITH WD-40 2
Phvul.009G032200	PF00646	PTHR24006			GO:0005515	F-BOX WITH WD-40 2
Phvul.009G032200	PF00646	PTHR24006			GO:0005515	F-BOX WITH WD-40 2
Phvul.009G100233	PF08555	PTHR13282,PTHR13282:SF6		K13120		
Phvul.009G251800		PTHR35748				
Phvul.009G018800	PF05383	PTHR22792,PTHR22792:SF2		K18757		winged-helix DNA-binding transcription factor family protein
Phvul.009G018800	PF05383	PTHR22792,PTHR22792:SF2		K18757		winged-helix DNA-binding transcription factor family protein
Phvul.009G146700						
Phvul.009G131900	PF07645,PF13947,PF07714	PTHR27005,PTHR27005:SF32	2.7.11.1,2.7.10.2		GO:0005509,GO:0030247,GO:0006468,GO:0004672	wall-associated kinase 2
Phvul.009G243400	PF13812,PF14432,PF13041,PF01535	PTHR24015,PTHR24015:SF96				Tetratricopeptide repeat (TPR)-like superfamily protein
Phvul.009G239200	PF01535,PF13041	PTHR24015,PTHR24015:SF343		K17710		Tetratricopeptide repeat (TPR)-like superfamily protein
Phvul.009G134200						
Phvul.009G075900	PF07797	PTHR33130,PTHR33130:SF12				Protein of unknown function (DUF1639)
Phvul.009G073250						
Phvul.009G199500	PF16487,PF16488,PF08699,PF16486,PF02170,PF02171	PTHR22891,PTHR22891:SF25		K11593	GO:0005515,GO:0003676	Stabilizer of iron transporter SufD / Polynucleotidyl transferase
Phvul.009G199500	PF16487,PF16488,PF08699,PF16486,PF02170,PF02171	PTHR22891,PTHR22891:SF25		K11593	GO:0005515,GO:0003676	Stabilizer of iron transporter SufD / Polynucleotidyl transferase
Phvul.009G199500	PF16487,PF16488,PF08699,PF16486,PF02170,PF02171	PTHR22891,PTHR22891:SF25		K11593	GO:0005515,GO:0003676	Stabilizer of iron transporter SufD / Polynucleotidyl transferase
Phvul.009G045900	PF10250	PTHR31741,PTHR31741:SF6				O-fucosyltransferase family protein
Phvul.009G229700	PF13869	PTHR13047,PTHR13047:SF1		K14397	GO:0006378,GO:0005849,GO:0003729	homolog of CFIM-25
Phvul.009G150900	PF10251	PTHR16318		K06170		
Phvul.009G137200	PF06376	PTHR33374,PTHR33374:SF6				arabinogalactan protein 16
Phvul.009G221700	PF00861	PTHR12899		K02881	GO:0006412,GO:0005840,GO:0005622,GO:0003735	Ribosomal L18p/L5e family protein
Phvul.009G134300	PF03083	PTHR10791,PTHR10791:SF44		K15382		Nodulin MtN3 family protein
Phvul.009G122200	PF01490	PTHR22950,PTHR22950:SF3		K13946		like AUX1 3
Phvul.009G120400	PF06813	PTHR21576,PTHR21576:SF17				Major facilitator superfamily protein
Phvul.009G237000	PF14009	PTHR33052,PTHR33052:SF2				
Phvul.009G151400	PF15346	PTHR31711,PTHR31711:SF2		K13173		
Phvul.009G012700	PF01301	PTHR23421,PTHR23421:SF51	3.2.1.23		GO:0005975,GO:0004553	beta-galactosidase 3
Phvul.009G005400						
Phvul.009G165100	PF03110	PTHR31251,PTHR31251:SF20			GO:0005634,GO:0003677	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein
